"","Date","Year","Month","Brand","Vehicle_Type_Group","Vehicle_Type","Model_Year","Fuel_Type","Gear","CCM","Horse_Power","Color","Body_Type","Seller","Seller_Status","Kilometers","Price"
"1834",2020-04-17,2020,"4","Hyundai","Other","Other",2017,"Diesel","Semi Automatic","1301-1600 cc","Don't Know","White","Hatchback 5 Doors","Galery","2nd Hand",56500,169000
"1835",2020-04-17,2020,"4","Land Rover","Range Rover Sport","2.7 TDV6 HSE",2006,"Diesel","Automatic","2501-3000 cc","Don't Know","Black","Off-road Vehicle","Galery","2nd Hand",289400,169000
"1836",2020-04-18,2020,"4","Mercedes","A Series","A 180 CDI BlueEfficiency AMG",2014,"Diesel","Semi Automatic","1301-1600 cc","Don't Know","White","Hatchback 5 Doors","Galery","2nd Hand",145000,169000
"1837",2020-04-18,2020,"4","Mercedes","CLA","Other",2015,"Diesel","Semi Automatic","1301-1600 cc","Don't Know","Smoked","Sport / Coupe","Galery","2nd Hand",199000,169000
"1838",2020-06-16,2020,"6","Opel","Insignia","1.6 CDTI Cosmo",2015,"Diesel","Automatic","1301-1600 cc","126-150 HP","White","Sedan","Owner","2nd Hand",73000,169000
"1839",2020-04-18,2020,"4","Seat","Leon","1.4 EcoTSI FR",2018,"Electricity","Semi Automatic","1301-1600 cc","Don't Know","Gray","Hatchback 5 Doors","Galery","2nd Hand",32000,169000
"1840",2020-05-29,2020,"5","Renault","Megane","1.5 dCi Icon",2017,"Diesel","Semi Automatic","1301-1600 cc","Don't Know","White","Hatchback 5 Doors","Galery","2nd Hand",70000,168950
"1841",2020-04-17,2020,"4","Audi","A3","A3 Sedan 1.6 TDI Ambiente",2015,"Diesel","Semi Automatic","1301-1600 cc","Don't Know","White","Sedan","Galery","2nd Hand",66000,168750
"1842",2020-04-18,2020,"4","Dacia","Duster","1.5 dCi Prestige",2018,"Diesel","Manual","1301-1600 cc","Don't Know","Orange","Off-road Vehicle","Galery","2nd Hand",55000,168750
"1843",2020-04-18,2020,"4","Honda","Civic","1.6i VTEC Eco Elegance",2018,"Electricity","Semi Automatic","1301-1600 cc","Don't Know","White","Sedan","Galery","2nd Hand",49000,168750
"1844",2020-04-18,2020,"4","Mercedes","A Series","A 180 CDI BlueEfficiency AMG",2015,"Diesel","Semi Automatic","1301-1600 cc","Don't Know","White","Hatchback 5 Doors","Galery","2nd Hand",44000,168750
"1845",2020-04-18,2020,"4","Audi","A3","A3 Sedan 1.6 TDI Attraction",2016,"Diesel","Semi Automatic","1301-1600 cc","Don't Know","Smoked","Sedan","Galery","2nd Hand",78000,168500
"1846",2020-04-18,2020,"4","BMW","3 Series","320d xDrive Modern Line",2012,"Diesel","Automatic","1801-2000 cc","Don't Know","White","Sedan","Galery","2nd Hand",233245,168500
"1847",2020-04-17,2020,"4","Honda","Civic","1.6i VTEC Elegance",2018,"Electricity","Semi Automatic","1301-1600 cc","Don't Know","Smoked","Sedan","Galery","2nd Hand",62000,168500
"1848",2020-06-14,2020,"6","Mazda","CX-3","1.5 SKY-D  Motion",2015,"Diesel","Automatic","1301-1600 cc","101-125 HP","White","Other","Owner","2nd Hand",70500,168500
"1849",2020-04-17,2020,"4","Mercedes","SLK","200 Kompressor",2009,"Electricity","Semi Automatic","1601-1800 cc","Don't Know","Black","Roadster","Galery","2nd Hand",170000,168500
"1850",2020-04-17,2020,"4","Peugeot","508","Other",2017,"Diesel","Automatic","1301-1600 cc","Don't Know","Gray","Sedan","Galery","2nd Hand",59000,168500
"1851",2020-04-17,2020,"4","Peugeot","508","Other",2017,"Diesel","Automatic","1301-1600 cc","Don't Know","Gray","Sedan","Galery","2nd Hand",57000,168500
"1852",2020-04-18,2020,"4","Audi","A5","A5 Sportback 2.0 TDI",2011,"Diesel","Semi Automatic","1801-2000 cc","Don't Know","White","Hatchback 5 Doors","Galery","2nd Hand",230000,168000
"1853",2020-04-18,2020,"4","Dacia","Duster","1.5 dCi Prestige",2018,"Diesel","Manual","1301-1600 cc","Don't Know","White","Off-road Vehicle","Galery","2nd Hand",490,168000
"1854",2020-04-18,2020,"4","Honda","Civic","1.6i VTEC Eco Executive",2016,"Gasoline","Semi Automatic","1301-1600 cc","Don't Know","White","Sedan","Galery","2nd Hand",31000,168000
"1855",2020-04-18,2020,"4","Honda","Civic","1.6i VTEC Eco Elegance",2018,"Gasoline","Semi Automatic","1301-1600 cc","Don't Know","White","Sedan","Galery","2nd Hand",22000,168000
"1856",2020-06-11,2020,"6","Hyundai","IX35","1.6 GDI",2015,"Gasoline","Manual","1601-1800 cc","126-150 HP","White","Hatchback 5 Doors","Owner","2nd Hand",46440,168000
"1857",2020-04-18,2020,"4","Opel","Insignia","2.0 CDTI Cosmo",2015,"Diesel","Automatic","1801-2000 cc","Don't Know","Green","Sedan","Galery","2nd Hand",77000,168000
"1858",2020-04-18,2020,"4","Renault","Megane","1.5 dCi Icon",2018,"Diesel","Semi Automatic","1301-1600 cc","Don't Know","Gray","Sedan","Galery","2nd Hand",70000,168000
"1859",2020-06-01,2020,"6","Seat","Alhambra","1.4 TSI Style",2013,"Electricity","Automatic","1301-1600 cc","126-150 HP","White","MPV","Galery","2nd Hand",86000,168000
"1860",2020-06-01,2020,"6","Seat","Alhambra","1.4 TSI Style",2013,"Electricity","Semi Automatic","1301-1600 cc","Don't Know","White","MPV","Galery","2nd Hand",86000,168000
"1861",2020-05-28,2020,"5","Seat","Leon","1.6 Style",2017,"Diesel","Automatic","1301-1600 cc","101-125 HP","White","Hatchback 5 Doors","Galery","2nd Hand",65000,168000
"1862",2020-04-18,2020,"4","Seat","Leon","1.4 TSI FR",2018,"Electricity","Manual","1301-1600 cc","Don't Know","Red","Hatchback 5 Doors","Galery","2nd Hand",51672,167999
"1863",2020-04-17,2020,"4","Seat","Leon","1.4 EcoTSI FR",2018,"Electricity","Semi Automatic","1301-1600 cc","Don't Know","White","Hatchback 5 Doors","Galery","2nd Hand",52100,167999
"1864",2020-04-17,2020,"4","Mercedes","C","C 180 BlueEfficiency AMG",2012,"Electricity","Automatic","1300 cc and below","Don't Know","White","Sport / Coupe","Galery","2nd Hand",128000,167950
"1865",2020-04-17,2020,"4","Mini","Cooper","1.5 D Chili",2015,"Diesel","Automatic","1301-1600 cc","Don't Know","Blue","Hatchback 5 Doors","Galery","2nd Hand",91000,167950
"1866",2020-04-17,2020,"4","Seat","Alhambra","1.4 TSI Style",2016,"Electricity","Automatic","1300 cc and below","Don't Know","Smoked","MPV","Galery","2nd Hand",97000,167950
"1867",2020-04-18,2020,"4","Audi","A3","A3 Sportback 1.6 TDI Attraction",2014,"Diesel","Semi Automatic","1301-1600 cc","Don't Know","White","Hatchback 5 Doors","Galery","2nd Hand",82000,167900
"1868",2020-04-18,2020,"4","Audi","A3","A3 Sedan 1.6 TDI Ambiente",2015,"Diesel","Semi Automatic","1301-1600 cc","Don't Know","White","Sedan","Galery","2nd Hand",107000,167900
"1869",2020-04-18,2020,"4","Kia","Sportage","1.6 GDI Premium",2017,"Electricity","Automatic","1301-1600 cc","Don't Know","Smoked","Off-road Vehicle","Galery","2nd Hand",56748,167900
"1870",2020-04-17,2020,"4","Skoda","Octavia","Other",2016,"Diesel","Semi Automatic","1301-1600 cc","Don't Know","Silver Gray","Hatchback 5 Doors","Galery","2nd Hand",26000,167900
"1871",2020-03-27,2020,"3","Mercedes","B","180 BlueEfficiency Style 7G-DCT",2014,"Electricity","Automatic","1601-1800 cc","126-150 HP","White","Hatchback 5 Doors","Galery","2nd Hand",170000,167750
"1872",2020-06-11,2020,"6","Honda","Civic","1.6i VTEC Eco Elegance",2016,"Gasoline","Automatic","1601-1800 cc","101-125 HP","Burgundy","Sedan","Owner","2nd Hand",72000,167500
"1873",2020-04-17,2020,"4","Land Rover","Range Rover","3.0 TD6 HSE",2006,"Diesel","Semi Automatic","2501-3000 cc","Don't Know","Gray","Off-road Vehicle","Galery","2nd Hand",266000,167500
"1874",2020-04-17,2020,"4","Mercedes","B Series","B 180 BlueEfficiency Elite",2012,"Electricity","Automatic","1300 cc and below","Don't Know","Gray","MPV","Galery","2nd Hand",34133,167500
"1875",2020-04-18,2020,"4","Mercedes","C","C 180 AMG 7G-Tronic",2013,"Electricity","Automatic","1301-1600 cc","Don't Know","White","Sedan","Galery","2nd Hand",145000,167500
"1876",2020-06-12,2020,"6","Mercedes","E","220 CDI Avantgarde",2009,"Diesel","Automatic","2001-2500 cc","151-175 HP","Black","Sedan","Owner","2nd Hand",360000,167000
"1877",2020-04-18,2020,"4","Mercedes","C","C 180 AMG 7G-Tronic",2013,"Electricity","Automatic","1301-1600 cc","Don't Know","White","Sedan","Galery","2nd Hand",110000,167000
"1878",2020-05-28,2020,"5","Nissan","Qashqai","1.5 dCi Tekna",2015,"Diesel","Manual","1301-1600 cc","101-125 HP","White","Hatchback 5 Doors","Owner","2nd Hand",47000,167000
"1879",2020-05-25,2020,"5","Nissan","Qashqai","1.5 dCi Tekna",2015,"Diesel","Manual","1301-1600 cc","101-125 HP","White","Hatchback 5 Doors","Owner","2nd Hand",47000,167000
"1880",2020-04-18,2020,"4","Porsche","Cayenne","3.2",2005,"Gasoline","Semi Automatic","3001-3500 cc","Don't Know","Black","Off-road Vehicle","Galery","2nd Hand",183000,167000
"1881",2020-04-18,2020,"4","Kia","Sportage","1.6 GDI Cool",2018,"Gasoline","Automatic","1301-1600 cc","Don't Know","White","Off-road Vehicle","Galery","2nd Hand",30000,166950
"1882",2020-05-27,2020,"5","Skoda","Octavia","1.6 TDI Style CR",2017,"Diesel","Automatic","1601-1800 cc","126-150 HP","Black","Sedan","Galery","2nd Hand",125000,166800
"1883",2020-04-18,2020,"4","Alfa Romeo","Giulietta","1.6 JTD Super TCT",2016,"Diesel","Automatic","1301-1600 cc","Don't Know","Red","Hatchback 5 Doors","Galery","2nd Hand",80000,166500
"1884",2020-04-17,2020,"4","Audi","A6","A6 Sedan 2.0 TDI",2010,"Diesel","Semi Automatic","1801-2000 cc","Don't Know","Black","Sedan","Galery","2nd Hand",148000,166500
"1885",2020-04-18,2020,"4","Audi","A4","A4 Sedan 2.0 TDI Quattro",2013,"Diesel","Semi Automatic","1801-2000 cc","Don't Know","White","Sedan","Galery","2nd Hand",167000,166500
"1886",2020-04-18,2020,"4","Audi","A3","A3 Sedan 1.6 TDI Attraction",2015,"Diesel","Semi Automatic","1301-1600 cc","Don't Know","White","Sedan","Galery","2nd Hand",89000,166500
"1887",2020-04-17,2020,"4","Audi","A3","A3 Sedan 1.6 TDI Ambiente",2016,"Diesel","Semi Automatic","1301-1600 cc","Don't Know","Black","Sedan","Galery","2nd Hand",85400,166500
"1888",2020-04-17,2020,"4","BMW","3 Series","316i Comfort",2012,"Electricity","Automatic","1301-1600 cc","Don't Know","White","Sedan","Galery","2nd Hand",118000,166500
"1889",2020-05-05,2020,"5","Dacia","Duster","1.5 dCi Prestige",2018,"Diesel","Automatic","1301-1600 cc","101-125 HP","Orange","Other","Owner","2nd Hand",25000,166500
"1890",2020-04-22,2020,"4","Honda","Civic","1.6i VTEC Executive",2017,"Electricity","Semi Automatic","1301-1600 cc","Don't Know","Smoked","Sedan","Galery","2nd Hand",59500,166500
"1891",2020-04-17,2020,"4","Opel","Insignia","Other",2017,"Diesel","Automatic","1301-1600 cc","Don't Know","Black","Sedan","Galery","2nd Hand",108000,166500
"1892",2020-04-18,2020,"4","Peugeot","308","1.6 BlueHDi Allure",2017,"Diesel","Automatic","1301-1600 cc","Don't Know","Red","Hatchback 5 Doors","Galery","2nd Hand",80000,166500
"1893",2020-04-17,2020,"4","Opel","Mokka","1.6 CDTI Cosmo",2015,"Diesel","Automatic","1301-1600 cc","Don't Know","White","Off-road Vehicle","Galery","2nd Hand",72000,166000
"1894",2020-04-01,2020,"4","Peugeot","3008","1.6 BlueHDi Allure",2015,"Diesel","Automatic","1301-1600 cc","101-125 HP","White","Crossover","Owner","2nd Hand",97000,166000
"1895",2020-04-30,2020,"4","Renault","Megane","1.5 dCi Icon",2016,"Diesel","Semi Automatic","1301-1600 cc","101-125 HP","Blue","Hatchback 5 Doors","Owner","2nd Hand",51000,166000
"1896",2020-06-11,2020,"6","Seat","Leon","1.6 TDI Style",2016,"Diesel","Semi Automatic","1301-1600 cc","101-125 HP","Blue","Hatchback 5 Doors","Galery","2nd Hand",90000,166000
"1897",2020-04-17,2020,"4","Seat","Leon","1.6 TDI Style",2016,"Diesel","Semi Automatic","1301-1600 cc","Don't Know","White","Hatchback 5 Doors","Galery","2nd Hand",36000,166000
"1898",2020-06-13,2020,"6","Nissan","Qashqai","1.5 dCi Tekna Sky Pack",2014,"Diesel","Manual","1301-1600 cc","101-125 HP","Black","Other","Galery","2nd Hand",178000,165950
"1899",2020-04-18,2020,"4","Audi","A4","A4 Sedan 2.0 TDI",2014,"Diesel","Semi Automatic","1801-2000 cc","Don't Know","Black","Sedan","Galery","2nd Hand",164000,165900
"1900",2020-04-17,2020,"4","Audi","A3","A3 Sportback 1.6 TDI Attraction",2014,"Diesel","Semi Automatic","1301-1600 cc","Don't Know","White","Hatchback 5 Doors","Galery","2nd Hand",155000,165900
"1901",2020-04-18,2020,"4","Opel","Insignia","1.6 CDTI Elite",2016,"Diesel","Automatic","1301-1600 cc","Don't Know","Black","Sedan","Galery","2nd Hand",120000,165900
"1902",2020-04-18,2020,"4","Mercedes","E Series","E 220 CDI Avantgarde",2008,"Diesel","Semi Automatic","2001-2500 cc","Don't Know","Black","Sedan","Galery","2nd Hand",359000,165750
"1903",2020-04-18,2020,"4","Peugeot","2008","Other",2019,"Diesel","Automatic","1301-1600 cc","Don't Know","White","Off-road Vehicle","Galery","2nd Hand",12000,165750
"1904",2020-04-17,2020,"4","Seat","Leon","1.6 TDI Style",2017,"Diesel","Semi Automatic","1301-1600 cc","Don't Know","Blue","Hatchback 5 Doors","Galery","2nd Hand",46000,165750
"1905",2020-04-18,2020,"4","Chevrolet","Tahoe","5.7",1997,"Gasoline","Automatic","5501-6000 cc","Don't Know","Smoked","Off-road Vehicle","Galery","2nd Hand",115000,165500
"1906",2020-06-16,2020,"6","Opel","Mokka X","1.6 CDTi Enjoy",2016,"Diesel","Automatic","1301-1600 cc","126-150 HP","White","Crossover","Owner","2nd Hand",50000,165500
"1907",2020-05-28,2020,"5","Honda","Civic","1.6 i-VTEC Executive",2016,"Gasoline","Automatic","1301-1600 cc","Don't Know","Black","Hatchback 5 Doors","Galery","2nd Hand",61000,165000
"1908",2020-05-30,2020,"5","Audi","A4","2.0 TDI",2012,"Diesel","Automatic","1801-2000 cc","126-150 HP","Black","Sedan","Owner","2nd Hand",168000,165000
"1909",2020-05-18,2020,"5","BMW","X5","3.0d",2007,"Diesel","Automatic","2501-3000 cc","226-250 HP","Smoked","Off-road Vehicle","Owner","2nd Hand",390000,165000
"1910",2020-04-18,2020,"4","BMW","1 Series","118i Premium",2012,"Electricity","Semi Automatic","1301-1600 cc","Don't Know","White","Hatchback 5 Doors","Galery","2nd Hand",53216,165000
"1911",2020-04-18,2020,"4","BMW","1 Series","116d Joy",2016,"Diesel","Semi Automatic","1301-1600 cc","Don't Know","Black","Hatchback 5 Doors","Galery","2nd Hand",54390,165000
"1912",2020-04-17,2020,"4","Fiat","Freemont","Other",2013,"Diesel","Automatic","1801-2000 cc","Don't Know","Black","Off-road Vehicle","Galery","2nd Hand",149000,165000
"1913",2020-06-06,2020,"6","Ford","Kuga","1.5 TDCI Titanium",2018,"Diesel","Automatic","1301-1600 cc","101-125 HP","White","Off-road Vehicle","Owner","2nd Hand",49000,165000
"1914",2020-05-04,2020,"5","Ford","Focus","1.5 TDCi Style",2018,"Diesel","Automatic","1301-1600 cc","101-125 HP","White","Sedan","Galery","2nd Hand",50000,165000
"1915",2020-04-18,2020,"4","Land Rover","Range Rover","4.4 Vogue",2003,"Electricity","Semi Automatic","4001-4500 cc","Don't Know","Black","Off-road Vehicle","Galery","2nd Hand",260000,165000
"1916",2020-04-17,2020,"4","Mercedes","C","C 180 BlueEfficiency AMG",2010,"Gasoline","Manual","1300 cc and below","Don't Know","White","Sedan","Galery","2nd Hand",105000,165000
"1917",2020-04-18,2020,"4","Nissan","Qashqai","Other",2018,"Diesel","Manual","1301-1600 cc","Don't Know","White","Off-road Vehicle","Galery","2nd Hand",90000,165000
"1918",2020-04-17,2020,"4","Opel","Insignia","1.6 CDTI Sport",2017,"Diesel","Automatic","1301-1600 cc","Don't Know","White","Sedan","Galery","2nd Hand",120500,165000
"1919",2020-03-20,2020,"3","Opel","Insignia","1.6 CDTI Cosmo",2017,"Diesel","Automatic","1301-1600 cc","126-150 HP","White","Sedan","Owner","2nd Hand",111000,165000
"1920",2020-04-18,2020,"4","Skoda","Superb","Other",2015,"Diesel","Semi Automatic","1301-1600 cc","Don't Know","Black","Sedan","Galery","2nd Hand",152000,165000
"1921",2020-04-18,2020,"4","Mercedes","CLA","200 AMG",2013,"Electricity","Semi Automatic","1301-1600 cc","Don't Know","White","Sport / Coupe","Galery","2nd Hand",123650,164999
"1922",2020-04-18,2020,"4","Audi","A3","A3 Sportback 1.6 TDI Attraction",2016,"Diesel","Semi Automatic","1301-1600 cc","Don't Know","White","Hatchback 5 Doors","Galery","2nd Hand",92000,164950
"1923",2020-05-17,2020,"5","Audi","A3","A3 Sedan 1.6 TDI Dynamic",2016,"Diesel","Semi Automatic","1301-1600 cc","Don't Know","Black","Sedan","Galery","2nd Hand",103169,164900
"1924",2020-05-12,2020,"5","BMW","1 Series","116i Comfort",2014,"Electricity","Semi Automatic","1301-1600 cc","Don't Know","Red","Hatchback 5 Doors","Galery","2nd Hand",88000,164900
"1925",2020-04-18,2020,"4","BMW","1 Series","118i Joy Plus",2015,"Electricity","Semi Automatic","1301-1600 cc","Don't Know","Black","Hatchback 5 Doors","Galery","2nd Hand",129000,164900
"1926",2020-04-17,2020,"4","Ford","Ranger","3.2 TDCi Wild Trak",2015,"Diesel","Automatic","3001-3500 cc","Don't Know","Orange","Off-road Vehicle","Galery","2nd Hand",72000,164900
"1927",2020-06-02,2020,"6","Honda","Civic","1.6 Elegance",2016,"Electricity","Automatic","1301-1600 cc","101-125 HP","Black","Sedan","Galery","0 km",51204,164900
"1928",2020-04-18,2020,"4","Opel","Crossland X","1.6 CDTI Excellence",2018,"Diesel","Manual","1301-1600 cc","Don't Know","Gray","Off-road Vehicle","Galery","2nd Hand",20000,164900
"1929",2020-05-06,2020,"5","Ford","Focus","1.5 TDCi Style",2018,"Diesel","Manual","1301-1600 cc","101-125 HP","Silver Gray","Other","Authority","0 km",10408,164750
"1930",2020-04-18,2020,"4","Audi","A3","A3 Sedan 1.6 TDI Attraction",2015,"Diesel","Semi Automatic","1301-1600 cc","Don't Know","Black","Sedan","Galery","2nd Hand",169000,164500
"1931",2020-05-12,2020,"5","BMW","1 Series","118i Joy",2016,"Electricity","Semi Automatic","1301-1600 cc","Don't Know","Black","Hatchback 5 Doors","Galery","2nd Hand",106000,164500
"1932",2020-06-15,2020,"6","Renault","Captur","1.5 dCi Icon",2018,"Diesel","Semi Automatic","1301-1600 cc","Don't Know","White","Off-road Vehicle","Galery","2nd Hand",63000,164500
"1933",2020-06-06,2020,"6","Ford","Focus","1.5 TDCi Trend X",2018,"Diesel","Automatic","1301-1600 cc","101-125 HP","White","Sedan","Owner","2nd Hand",28000,164000
"1934",2020-04-18,2020,"4","Ford","EcoSport","1.5 TDCI ST Line",2018,"Diesel","Manual","1301-1600 cc","Don't Know","Smoked","Off-road Vehicle","Galery","2nd Hand",27000,164000
"1935",2020-06-11,2020,"6","Honda","Civic","1.6 i-VTEC Elegance",2016,"Gasoline","Semi Automatic","1301-1600 cc","101-125 HP","White","Sedan","Owner","2nd Hand",96000,164000
"1936",2020-04-17,2020,"4","BMW","1 Series","118i Joy",2016,"Electricity","Semi Automatic","1301-1600 cc","Don't Know","Black","Hatchback 5 Doors","Galery","2nd Hand",105000,163999
"1937",2020-04-17,2020,"4","Audi","A4","A4 Sedan 2.0 TDI Quattro",2013,"Diesel","Semi Automatic","1801-2000 cc","Don't Know","White","Sedan","Galery","2nd Hand",210000,163900
"1938",2020-04-18,2020,"4","Kia","Sportage","1.6 GDI Concept Plus",2016,"Electricity","Automatic","1301-1600 cc","Don't Know","Black","Off-road Vehicle","Galery","2nd Hand",82000,163750
"1939",2020-04-18,2020,"4","Opel","Astra","1.6 CDTI Dynamic",2017,"Diesel","Automatic","1301-1600 cc","Don't Know","White","Hatchback 5 Doors","Galery","2nd Hand",68000,163750
"1940",2020-04-22,2020,"4","Hyundai","I30","1.6 CRDi Style",2017,"Diesel","Automatic","1301-1600 cc","126-150 HP","Gray","Other","Authority","0 km",71167,163500
"1941",2020-04-18,2020,"4","Opel","Insignia","Other",2016,"Diesel","Automatic","1301-1600 cc","Don't Know","Black","Sedan","Galery","2nd Hand",28000,163500
"1942",2020-04-17,2020,"4","Seat","Leon","1.6 TDI Style",2018,"Diesel","Semi Automatic","1301-1600 cc","Don't Know","White","Hatchback 5 Doors","Galery","2nd Hand",43000,163500
"1943",2020-04-17,2020,"4","Audi","A3","A3 Sedan 1.6 TDI Ambiente",2013,"Diesel","Semi Automatic","1301-1600 cc","Don't Know","Gray","Sedan","Galery","2nd Hand",136000,163000
"1944",2020-04-18,2020,"4","Ford","Focus","1.5 TDCI Titanium",2018,"Diesel","Manual","1301-1600 cc","Don't Know","Smoked","Sedan","Galery","2nd Hand",38000,163000
"1945",2020-04-18,2020,"4","Kia","Sportage","2.0 CRDi Premium",2015,"Diesel","Semi Automatic","1801-2000 cc","Don't Know","White","Off-road Vehicle","Galery","2nd Hand",150000,163000
"1946",2020-04-17,2020,"4","Nissan","Qashqai","1.5 dCi Black Edition",2016,"Diesel","Manual","1301-1600 cc","Don't Know","White","Off-road Vehicle","Galery","2nd Hand",63500,163000
"1947",2020-06-16,2020,"6","Nissan","Qashqai","1.2 DIG-T Visia",2017,"Electricity","Manual","1300 cc and below","101-125 HP","White","Off-road Vehicle","Galery","2nd Hand",18000,163000
"1948",2020-04-29,2020,"4","Opel","Insignia","1.6 CDTI Cosmo",2015,"Diesel","Automatic","1301-1600 cc","126-150 HP","Silver Gray","Sedan","Owner","2nd Hand",120000,163000
"1949",2020-04-17,2020,"4","Audi","A3","A3 Sedan 1.6 TDI Ambiente",2014,"Diesel","Semi Automatic","1301-1600 cc","Don't Know","Black","Sedan","Galery","2nd Hand",107000,162950
"1950",2020-05-29,2020,"5","Kia","Cerato","1.6 CRDi Concept Plus",2017,"Diesel","Semi Automatic","1301-1600 cc","126-150 HP","Black","Sedan","Galery","2nd Hand",70000,162950
"1951",2020-04-18,2020,"4","BMW","1 Series","116d Sport Plus",2016,"Diesel","Semi Automatic","1301-1600 cc","Don't Know","Red","Hatchback 5 Doors","Galery","2nd Hand",95000,162900
"1952",2020-04-17,2020,"4","Opel","Astra","1.6 CDTI Elite",2017,"Diesel","Automatic","1301-1600 cc","Don't Know","White","Sedan","Galery","2nd Hand",63000,162900
"1953",2020-06-03,2020,"6","Seat","Leon","1.6 TDi CR Style",2016,"Diesel","Semi Automatic","1301-1600 cc","101-125 HP","White","Hatchback 5 Doors","Galery","2nd Hand",106000,162900
"1954",2020-05-18,2020,"5","Seat","Leon","1.2 TSI Style",2018,"Electricity","Automatic","1300 cc and below","101-125 HP","White","Hatchback 3 Doors","Galery","0 km",10522,162900
"1955",2020-04-09,2020,"4","Audi","Q7","3.0 TDI Quattro",2006,"Diesel","Automatic","2501-3000 cc","276-300 HP","Gray","Off-road Vehicle","Galery","2nd Hand",274654,162750
"1956",2020-04-09,2020,"4","Audi","Q7","3.0 TDI Quattro",2006,"Diesel","Automatic","2501-3000 cc","276-300 HP","Gray","Off-road Vehicle","Galery","2nd Hand",274654,162750
"1957",2020-04-09,2020,"4","Audi","Q7","3.0 TDI Quattro",2006,"Diesel","Automatic","2501-3000 cc","276-300 HP","Gray","Off-road Vehicle","Galery","2nd Hand",274654,162750
"1958",2020-04-09,2020,"4","Audi","Q7","3.0 TDI Quattro",2006,"Diesel","Automatic","2501-3000 cc","276-300 HP","Gray","Off-road Vehicle","Galery","2nd Hand",274654,162750
"1959",2020-04-09,2020,"4","Audi","Q7","3.0 TDI Quattro",2006,"Diesel","Automatic","2501-3000 cc","276-300 HP","Gray","Off-road Vehicle","Galery","2nd Hand",274654,162750
"1960",2020-04-09,2020,"4","Audi","Q7","3.0 TDI Quattro",2006,"Diesel","Automatic","2501-3000 cc","276-300 HP","Gray","Off-road Vehicle","Galery","2nd Hand",274654,162750
"1961",2020-04-09,2020,"4","Audi","Q7","3.0 TDI Quattro",2006,"Diesel","Automatic","2501-3000 cc","276-300 HP","Gray","Off-road Vehicle","Galery","2nd Hand",274654,162750
"1962",2020-04-09,2020,"4","Audi","Q7","3.0 TDI Quattro",2006,"Diesel","Automatic","2501-3000 cc","276-300 HP","Gray","Off-road Vehicle","Galery","2nd Hand",274654,162750
"1963",2020-04-09,2020,"4","Audi","Q7","3.0 TDI Quattro",2006,"Diesel","Automatic","2501-3000 cc","276-300 HP","Gray","Off-road Vehicle","Galery","2nd Hand",274654,162750
"1964",2020-04-09,2020,"4","Audi","Q7","3.0 TDI Quattro",2006,"Diesel","Automatic","2501-3000 cc","276-300 HP","Gray","Off-road Vehicle","Galery","2nd Hand",274654,162750
"1965",2020-04-09,2020,"4","Audi","Q7","3.0 TDI Quattro",2006,"Diesel","Automatic","2501-3000 cc","276-300 HP","Gray","Off-road Vehicle","Galery","2nd Hand",274654,162750
"1966",2020-04-09,2020,"4","Audi","Q7","3.0 TDI Quattro",2006,"Diesel","Automatic","2501-3000 cc","276-300 HP","Gray","Off-road Vehicle","Galery","2nd Hand",274654,162750
"1967",2020-04-09,2020,"4","Audi","Q7","3.0 TDI Quattro",2006,"Diesel","Automatic","2501-3000 cc","276-300 HP","Gray","Off-road Vehicle","Galery","2nd Hand",274654,162750
"1968",2020-04-09,2020,"4","Audi","Q7","3.0 TDI Quattro",2006,"Diesel","Automatic","2501-3000 cc","276-300 HP","Gray","Off-road Vehicle","Galery","2nd Hand",274654,162750
"1969",2020-04-09,2020,"4","Audi","Q7","3.0 TDI Quattro",2006,"Diesel","Automatic","2501-3000 cc","276-300 HP","Gray","Off-road Vehicle","Galery","2nd Hand",274654,162750
"1970",2020-04-09,2020,"4","Audi","Q7","3.0 TDI Quattro",2006,"Diesel","Automatic","2501-3000 cc","276-300 HP","Gray","Off-road Vehicle","Galery","2nd Hand",274654,162750
"1971",2020-04-09,2020,"4","Audi","Q7","3.0 TDI Quattro",2006,"Diesel","Automatic","2501-3000 cc","276-300 HP","Gray","Off-road Vehicle","Galery","2nd Hand",274654,162750
"1972",2020-04-09,2020,"4","Audi","Q7","3.0 TDI Quattro",2006,"Diesel","Automatic","2501-3000 cc","276-300 HP","Gray","Off-road Vehicle","Galery","2nd Hand",274654,162750
"1973",2020-04-09,2020,"4","Audi","Q7","3.0 TDI Quattro",2006,"Diesel","Automatic","2501-3000 cc","276-300 HP","Gray","Off-road Vehicle","Galery","2nd Hand",274654,162750
"1974",2020-04-09,2020,"4","Audi","Q7","3.0 TDI Quattro",2006,"Diesel","Automatic","2501-3000 cc","276-300 HP","Gray","Off-road Vehicle","Galery","2nd Hand",274654,162750
"1975",2020-04-09,2020,"4","Audi","Q7","3.0 TDI Quattro",2006,"Diesel","Automatic","2501-3000 cc","276-300 HP","Gray","Off-road Vehicle","Galery","2nd Hand",274654,162750
"1976",2020-04-17,2020,"4","Audi","A3","A3 Sedan 1.6 TDI Attraction",2016,"Diesel","Semi Automatic","1301-1600 cc","Don't Know","Black","Sedan","Galery","2nd Hand",42000,162750
