"","Date","Year","Month","Brand","Vehicle_Type_Group","Vehicle_Type","Model_Year","Fuel_Type","Gear","CCM","Horse_Power","Color","Body_Type","Seller","Seller_Status","Kilometers","Price"
"1",2020-05-12,2020,"5","Mercedes","Maybach S","S 560",2020,"Electricity","Automatic","3501-4000 cc","Don't Know","Black","Sedan","Galery","0 km",0,3360000
"2",2020-04-18,2020,"4","Mercedes","Maybach S","S 560",2020,"Electricity","Automatic","3501-4000 cc","Don't Know","Black","Sedan","Galery","0 km",0,3360000
"3",2020-04-18,2020,"4","Mercedes","G Series","63 AMG",2020,"Electricity","Automatic","3501-4000 cc","Don't Know","Black","Off-road Vehicle","Galery","0 km",0,3310000
"4",2020-04-18,2020,"4","Mercedes","G Series","63 AMG",2020,"Electricity","Automatic","3501-4000 cc","Don't Know","White","Off-road Vehicle","Galery","0 km",0,3300000
"5",2020-04-17,2020,"4","Mercedes","G Series","63 AMG",2020,"Electricity","Automatic","3501-4000 cc","Don't Know","Black","Off-road Vehicle","Galery","2nd Hand",900,3250000
"6",2020-04-17,2020,"4","Mercedes","G Series","63 AMG",2020,"Electricity","Automatic","3501-4000 cc","Don't Know","Black","Off-road Vehicle","Galery","0 km",0,3250000
"7",2020-04-17,2020,"4","Audi","RS Q8","4.0 TFSI",2020,"Electricity","Automatic","3501-4000 cc","Don't Know","White","Off-road Vehicle","Galery","0 km",0,2720000
"8",2020-04-18,2020,"4","Mercedes","G Series","400 D",2020,"Diesel","Automatic","2501-3000 cc","Don't Know","Black","Off-road Vehicle","Galery","0 km",0,2720000
"9",2020-04-17,2020,"4","Audi","RS Q8","4.0 TFSI",2020,"Electricity","Automatic","3501-4000 cc","Don't Know","Smoked","Off-road Vehicle","Galery","0 km",0,2680000
"10",2020-04-18,2020,"4","Audi","RS","RS 6",2020,"Electricity","Automatic","1300 cc and below","Don't Know","Black","Station Wagon","Galery","2nd Hand",250,2550000
"11",2020-04-18,2020,"4","Audi","RS","RS 6",2020,"Electricity","Automatic","1300 cc and below","Don't Know","Black","Station Wagon","Galery","0 km",0,2500000
"12",2020-05-17,2020,"5","Porsche","911","Turbo S",2016,"Electricity","Automatic","3501-4000 cc","Don't Know","Black","Sport / Coupe","Galery","2nd Hand",21861,2495000
"13",2020-05-12,2020,"5","Land Rover","Other","Other",2020,"Diesel","Automatic","2501-3000 cc","Don't Know","Black","Off-road Vehicle","Galery","0 km",0,2425000
"14",2020-04-22,2020,"4","Land Rover","Other","Other",2020,"Diesel","Automatic","2501-3000 cc","Don't Know","Black","Off-road Vehicle","Galery","0 km",0,2390000
"15",2020-05-12,2020,"5","Porsche","Panamera","Other",2020,"Hybrid","Automatic","2501-3000 cc","Don't Know","Black","Hatchback 5 Doors","Galery","0 km",0,2375000
"16",2020-05-01,2020,"5","Porsche","Panamera","Panamera 4 E-Hybrid",2020,"Hybrid","Automatic","2501-3000 cc","Don't Know","Black","Hatchback 5 Doors","Galery","0 km",0,2375000
"17",2020-04-18,2020,"4","Mercedes","S Series","S 400 AMG",2020,"Diesel","Automatic","2501-3000 cc","Don't Know","Black","Sedan","Galery","0 km",0,2350000
"18",2020-04-17,2020,"4","Mercedes","G Series","350 D",2020,"Diesel","Automatic","2501-3000 cc","Don't Know","Black","Off-road Vehicle","Galery","0 km",0,2335000
"19",2020-05-17,2020,"5","Porsche","Panamera","Panamera 4 E-Hybrid",2020,"Hybrid","Automatic","2501-3000 cc","Don't Know","Black","Hatchback 5 Doors","Galery","0 km",0,2310000
"20",2020-05-01,2020,"5","Mercedes","G Series","350 D",2020,"Diesel","Automatic","2501-3000 cc","Don't Know","Black","Off-road Vehicle","Galery","0 km",0,2290000
"21",2020-04-17,2020,"4","Mercedes","Maybach S","S 500",2016,"Electricity","Semi Automatic","4501-5000 cc","Don't Know","Black","Sedan","Galery","2nd Hand",6350,2280000
"22",2020-04-17,2020,"4","Land Rover","Other","Other",2020,"Diesel","Automatic","2501-3000 cc","Don't Know","Black","Off-road Vehicle","Galery","0 km",0,2250000
"23",2020-04-17,2020,"4","Land Rover","Other","Other",2020,"Diesel","Automatic","2501-3000 cc","Don't Know","Black","Off-road Vehicle","Galery","0 km",0,2250000
"24",2020-05-01,2020,"5","Mercedes","AMG GT","3.0",2020,"Electricity","Automatic","2501-3000 cc","Don't Know","Black","Sport / Coupe","Galery","2nd Hand",1000,2250000
"25",2020-05-17,2020,"5","Audi","Q8","Other",2020,"Diesel","Automatic","3501-4000 cc","Don't Know","Smoked","Off-road Vehicle","Galery","0 km",0,2215000
"26",2020-05-12,2020,"5","Land Rover","Other","Other",2020,"Diesel","Automatic","2501-3000 cc","Don't Know","Black","Off-road Vehicle","Galery","0 km",0,2195000
"27",2020-05-12,2020,"5","Land Rover","Other","Other",2020,"Diesel","Automatic","2501-3000 cc","Don't Know","Black","Off-road Vehicle","Galery","0 km",0,2195000
"28",2020-05-12,2020,"5","Land Rover","Other","Other",2020,"Diesel","Automatic","2501-3000 cc","Don't Know","Black","Off-road Vehicle","Galery","0 km",0,2175000
"29",2020-05-12,2020,"5","Land Rover","Other","Other",2020,"Diesel","Automatic","2501-3000 cc","Don't Know","Black","Off-road Vehicle","Galery","0 km",0,2175000
"30",2020-04-18,2020,"4","Porsche","Cayenne","2.9 S",2020,"Electricity","Automatic","1300 cc and below","Don't Know","Black","Sport / Coupe","Galery","0 km",0,2100000
"31",2020-04-17,2020,"4","Land Rover","Other","Other",2020,"Diesel","Automatic","2501-3000 cc","Don't Know","Black","Off-road Vehicle","Galery","0 km",0,2090000
"32",2020-05-17,2020,"5","Land Rover","Range Rover","2.0 PHEV Autobiography",2020,"Hybrid","Automatic","1801-2000 cc","Don't Know","Black","Off-road Vehicle","Galery","0 km",0,1995000
"33",2020-05-17,2020,"5","Land Rover","Range Rover","2.0 PHEV Autobiography",2020,"Hybrid","Automatic","1801-2000 cc","Don't Know","Black","Off-road Vehicle","Galery","0 km",0,1995000
"34",2020-05-12,2020,"5","Porsche","Cayenne","3.0 Hybrid",2020,"Hybrid","Automatic","2501-3000 cc","Don't Know","White","Off-road Vehicle","Galery","0 km",0,1980000
"35",2020-04-18,2020,"4","Porsche","Cayenne","3.0 Hybrid",2020,"Hybrid","Automatic","2501-3000 cc","Don't Know","Black","Off-road Vehicle","Galery","0 km",0,1980000
"36",2020-05-12,2020,"5","Mercedes","GLS","63",2016,"Electricity","Semi Automatic","5001-5500 cc","Don't Know","Black","Off-road Vehicle","Galery","2nd Hand",29173,1950000
"37",2020-04-17,2020,"4","Land Rover","Range Rover","2.0 PHEV Autobiography",2020,"Hybrid","Automatic","1801-2000 cc","Don't Know","Black","Off-road Vehicle","Galery","0 km",0,1945000
"38",2020-04-22,2020,"4","Mercedes","S Series","S 400 AMG",2017,"Diesel","Automatic","2501-3000 cc","Don't Know","Black","Sedan","Galery","2nd Hand",1780,1849000
"39",2020-05-17,2020,"5","Porsche","911","Carrera 4S",2016,"Electricity","Automatic","2501-3000 cc","Don't Know","Blue","Sport / Coupe","Galery","2nd Hand",16089,1815000
"40",2020-05-12,2020,"5","Land Rover","Range Rover Sport","3.0 SDV6 HSE Dynamic",2020,"Diesel","Automatic","2501-3000 cc","301-325 HP","White","Off-road Vehicle","Galery","0 km",0,1795000
"41",2020-05-12,2020,"5","Land Rover","Range Rover Sport","3.0 SDV6 HSE Dynamic",2020,"Diesel","Automatic","2501-3000 cc","301-325 HP","Black","Off-road Vehicle","Galery","0 km",0,1795000
"42",2020-04-17,2020,"4","Porsche","Panamera","Panamera 4S Diesel",2016,"Diesel","Automatic","3501-4000 cc","Don't Know","Black","Hatchback 5 Doors","Galery","2nd Hand",38140,1775000
"43",2020-06-12,2020,"6","Porsche","Cayenne","3.0",2018,"Electricity","Automatic","2501-3000 cc","326-350 HP","White","Off-road Vehicle","Galery","2nd Hand",29000,1769000
"44",2020-05-12,2020,"5","BMW","7 Series","730i Long M Excellence",2020,"Electricity","Automatic","1801-2000 cc","Don't Know","Black","Sedan","Galery","0 km",0,1715000
"45",2020-04-17,2020,"4","BMW","7 Series","730i Long M Excellence",2020,"Electricity","Automatic","1801-2000 cc","Don't Know","Black","Sedan","Galery","0 km",0,1715000
"46",2020-04-18,2020,"4","Porsche","Cayenne","3.0",2020,"Electricity","Automatic","2501-3000 cc","Don't Know","White","Sport / Coupe","Galery","0 km",0,1700000
"47",2020-05-12,2020,"5","Porsche","Cayenne","3.0",2020,"Electricity","Automatic","2501-3000 cc","Don't Know","Black","Off-road Vehicle","Galery","0 km",0,1690000
"48",2020-04-18,2020,"4","Audi","Q8","Other",2020,"Diesel","Automatic","2501-3000 cc","Don't Know","Black","Off-road Vehicle","Galery","0 km",0,1640000
"49",2020-05-17,2020,"5","Porsche","Cayenne","2.9 S",2018,"Electricity","Automatic","2501-3000 cc","Don't Know","Black","Off-road Vehicle","Galery","2nd Hand",45000,1595000
"50",2020-04-18,2020,"4","Porsche","Cayenne","3.0",2020,"Electricity","Automatic","2501-3000 cc","Don't Know","Black","Off-road Vehicle","Galery","0 km",0,1595000
"51",2020-04-18,2020,"4","Land Rover","Range Rover Sport","3.0 SDV6 HSE Dynamic",2019,"Diesel","Automatic","1300 cc and below","Don't Know","Black","Off-road Vehicle","Galery","2nd Hand",181,1550000
"52",2020-04-18,2020,"4","Land Rover","Range Rover Sport","3.0 SDV6 HSE",2020,"Diesel","Automatic","1300 cc and below","Don't Know","Black","Off-road Vehicle","Galery","2nd Hand",20,1550000
"53",2020-04-17,2020,"4","Mercedes","S Series","S 400 Sport",2016,"Electricity","Semi Automatic","2501-3000 cc","Don't Know","Gray","Sport / Coupe","Galery","2nd Hand",45000,1550000
"54",2020-04-18,2020,"4","Land Rover","Range Rover Sport","2.0 PHEV HSE Dynamic",2020,"Hybrid","Automatic","1801-2000 cc","Don't Know","Black","Off-road Vehicle","Galery","0 km",0,1495000
"55",2020-04-18,2020,"4","Land Rover","Range Rover Sport","2.0 PHEV HSE Dynamic",2020,"Hybrid","Automatic","1801-2000 cc","Don't Know","Black","Off-road Vehicle","Galery","0 km",0,1495000
"56",2020-05-12,2020,"5","Porsche","Taycan","4S Performance",2020,"Electricity","Automatic","1300 cc and below","Don't Know","Blue","Sport / Coupe","Galery","0 km",0,1495000
"57",2020-04-18,2020,"4","Land Rover","Range Rover","3.0 TDV6 Autobiography",2017,"Diesel","Semi Automatic","2501-3000 cc","Don't Know","White","Off-road Vehicle","Galery","2nd Hand",85774,1435000
"58",2020-04-17,2020,"4","BMW","M Series","Other",2014,"Electricity","Semi Automatic","4001-4500 cc","Don't Know","Black","Sport / Coupe","Galery","2nd Hand",21600,1400000
"59",2020-04-17,2020,"4","Land Rover","Range Rover Sport","Other",2020,"Electricity","Automatic","1801-2000 cc","Don't Know","Gray","Off-road Vehicle","Galery","0 km",0,1375000
"60",2020-04-18,2020,"4","Land Rover","Other","Other",2016,"Hybrid","Semi Automatic","2501-3000 cc","Don't Know","White","Off-road Vehicle","Galery","2nd Hand",94000,1350000
"61",2020-04-17,2020,"4","Land Rover","Range Rover Sport","2.0 HSE Plus",2020,"Electricity","Automatic","1801-2000 cc","Don't Know","Black","Off-road Vehicle","Galery","0 km",0,1350000
"62",2020-05-17,2020,"5","Mercedes","GLS","350 D",2016,"Diesel","Automatic","2501-3000 cc","Don't Know","Black","Off-road Vehicle","Galery","2nd Hand",26923,1350000
"63",2020-04-17,2020,"4","Mercedes","GLS","350 D",2016,"Diesel","Automatic","2501-3000 cc","Don't Know","Black","Off-road Vehicle","Galery","2nd Hand",26923,1350000
"64",2020-04-17,2020,"4","Land Rover","Range Rover Sport","2.0 SD4 HSE",2018,"Diesel","Automatic","1801-2000 cc","Don't Know","White","Off-road Vehicle","Galery","2nd Hand",5943,1345000
"65",2020-04-17,2020,"4","Mercedes","S Series","S 500 500 AMG",2015,"Electricity","Semi Automatic","4501-5000 cc","Don't Know","White","Sport / Coupe","Galery","2nd Hand",33000,1345000
"66",2020-05-12,2020,"5","Land Rover","Range Rover","3.0 TDV6 Vogue",2016,"Diesel","Semi Automatic","2501-3000 cc","Don't Know","White","Off-road Vehicle","Galery","2nd Hand",61000,1325000
"67",2020-04-18,2020,"4","Land Rover","Range Rover","3.0 TDV6 Autobiography LWB",2016,"Diesel","Semi Automatic","2501-3000 cc","Don't Know","Black","Off-road Vehicle","Galery","2nd Hand",183315,1325000
"68",2020-04-17,2020,"4","Land Rover","Range Rover","3.0 TDV6 Vogue",2016,"Diesel","Semi Automatic","2501-3000 cc","Don't Know","White","Off-road Vehicle","Galery","2nd Hand",61000,1325000
"69",2020-06-12,2020,"6","Mercedes","S","350 BLUETEC 4Matic 7G-Tronic",2015,"Diesel","Automatic","2501-3000 cc","251-275 HP","Black","Sedan","Galery","2nd Hand",79000,1269000
"70",2020-04-18,2020,"4","Land Rover","Range Rover Sport","2.0 SD4 HSE",2018,"Diesel","Automatic","1801-2000 cc","Don't Know","White","Off-road Vehicle","Galery","2nd Hand",19565,1250000
"71",2020-04-17,2020,"4","Land Rover","Range Rover","3.0 TDV6 Autobiography",2015,"Diesel","Semi Automatic","2501-3000 cc","Don't Know","White","Off-road Vehicle","Galery","2nd Hand",70464,1245000
"72",2020-04-18,2020,"4","Land Rover","Range Rover","3.0 TDV6 Vogue",2016,"Diesel","Semi Automatic","2501-3000 cc","Don't Know","White","Off-road Vehicle","Galery","2nd Hand",63000,1230000
"73",2020-04-18,2020,"4","Chevrolet","Corvette","Other",2015,"Electricity","Semi Automatic","6001 cc and above","Don't Know","Black","Open Top / Cabriolet","Galery","2nd Hand",25000,1225000
"74",2020-05-12,2020,"5","Land Rover","Range Rover","3.0 TDV6 Autobiography",2016,"Diesel","Semi Automatic","2501-3000 cc","Don't Know","Black","Off-road Vehicle","Galery","2nd Hand",68000,1220000
"75",2020-04-17,2020,"4","BMW","7 Series","730i Long Luxury",2015,"Electricity","Semi Automatic","1801-2000 cc","Don't Know","Black","Sedan","Galery","2nd Hand",36448,1195000
"76",2020-05-01,2020,"5","Land Rover","Range Rover","3.0 TDV6 Autobiography",2015,"Diesel","Semi Automatic","2501-3000 cc","Don't Know","Beige","Off-road Vehicle","Galery","2nd Hand",77642,1190000
"77",2020-05-12,2020,"5","Mercedes","S Series","S 350 BlueTEC 4Matic 7G-Tronic",2015,"Diesel","Semi Automatic","2501-3000 cc","Don't Know","Black","Sedan","Galery","2nd Hand",64300,1185000
"78",2020-04-18,2020,"4","Audi","E-Tron","55 Quattro",2020,"Electricity","Semi Automatic","1300 cc and below","Don't Know","Black","Off-road Vehicle","Galery","0 km",0,1150000
"79",2020-05-12,2020,"5","Land Rover","Range Rover","3.0 TDV6 Vogue",2014,"Diesel","Semi Automatic","2501-3000 cc","Don't Know","Black","Off-road Vehicle","Galery","2nd Hand",47500,1150000
"80",2020-04-18,2020,"4","Land Rover","Range Rover","3.0 TDV6 Autobiography",2014,"Diesel","Semi Automatic","2501-3000 cc","Don't Know","White","Off-road Vehicle","Galery","2nd Hand",95000,1100000
"81",2020-05-12,2020,"5","Porsche","911","Turbo S",2011,"Electricity","Automatic","1300 cc and below","Don't Know","White","Sport / Coupe","Galery","2nd Hand",46000,1100000
"82",2020-05-10,2020,"5","Porsche","Cayenne","3.0 Diesel",2016,"Diesel","Automatic","3001-3500 cc","251-275 HP","White","Off-road Vehicle","Owner","2nd Hand",90000,1090000
"83",2020-04-17,2020,"4","Land Rover","Range Rover Sport","Other",2019,"Electricity","Automatic","1801-2000 cc","Don't Know","White","Off-road Vehicle","Galery","2nd Hand",29391,1065000
"84",2020-04-17,2020,"4","Mercedes","Other","Other",1961,"Electricity","Manual","1300 cc and below","Don't Know","White","Open Top / Cabriolet","Galery","2nd Hand",62203,1045000
"85",2020-04-22,2020,"4","Mercedes","S Series","S 350 BlueTEC 4Matic 7G-Tronic",2014,"Diesel","Semi Automatic","2501-3000 cc","Don't Know","Black","Sedan","Galery","2nd Hand",135726,998000
"86",2020-05-12,2020,"5","Mercedes","G Series","350",2015,"Diesel","Automatic","2501-3000 cc","Don't Know","Gray","Off-road Vehicle","Galery","2nd Hand",76000,990000
"87",2020-05-01,2020,"5","Land Rover","Range Rover Velar","2.0 TD4 SE",2020,"Diesel","Automatic","1801-2000 cc","Don't Know","Black","Off-road Vehicle","Galery","2nd Hand",600,977000
"88",2020-05-12,2020,"5","Mercedes","EQC","400",2020,"Electricity","Semi Automatic","1300 cc and below","Don't Know","Gray","Off-road Vehicle","Galery","0 km",0,975000
"89",2020-04-17,2020,"4","Audi","A7","2.0 TDI",2019,"Diesel","Automatic","1801-2000 cc","Don't Know","Black","Hatchback 5 Doors","Galery","2nd Hand",5900,969000
"90",2020-04-17,2020,"4","Porsche","Cayenne","3.0 Diesel",2016,"Diesel","Semi Automatic","2501-3000 cc","Don't Know","White","Off-road Vehicle","Galery","2nd Hand",90455,967000
"91",2020-04-18,2020,"4","Land Rover","Range Rover","3.0 TDV6 Vogue",2016,"Diesel","Semi Automatic","2501-3000 cc","Don't Know","Gray","Off-road Vehicle","Galery","2nd Hand",50000,955000
"92",2020-05-12,2020,"5","Land Rover","Range Rover Velar","2.0 TD4 R-Dynamic S",2020,"Diesel","Automatic","1801-2000 cc","Don't Know","Brown","Off-road Vehicle","Galery","0 km",0,950000
"93",2020-05-17,2020,"5","BMW","7 Series","730i M Sport",2016,"Electricity","Semi Automatic","1801-2000 cc","Don't Know","Black","Sedan","Galery","2nd Hand",90222,939500
"94",2020-04-17,2020,"4","BMW","7 Series","730i M Sport",2016,"Electricity","Semi Automatic","1801-2000 cc","Don't Know","Black","Sedan","Galery","2nd Hand",90222,939500
"95",2020-05-17,2020,"5","Land Rover","Range Rover Velar","2.0 TD4 S",2020,"Diesel","Automatic","1801-2000 cc","Don't Know","Black","Off-road Vehicle","Galery","2nd Hand",650,937500
"96",2020-04-17,2020,"4","Mercedes","S Series","S 350 BlueTEC 4Matic 7G-Tronic",2014,"Diesel","Semi Automatic","2501-3000 cc","Don't Know","Black","Sedan","Galery","2nd Hand",112000,935000
"97",2020-04-17,2020,"4","BMW","7 Series","730i Long Prestige",2016,"Electricity","Semi Automatic","1801-2000 cc","Don't Know","Gray","Sedan","Galery","2nd Hand",53465,915000
"98",2020-05-12,2020,"5","Mercedes","E Series","E 63 AMG",2014,"Electricity","Semi Automatic","5001-5500 cc","Don't Know","Gray","Sedan","Galery","2nd Hand",66000,910000
"99",2020-05-12,2020,"5","Mercedes","GLC","300 d AMG",2020,"Diesel","Automatic","1801-2000 cc","Don't Know","Black","Sport / Coupe","Galery","0 km",0,905000
"100",2020-04-17,2020,"4","Chevrolet","Camaro","2.0",2017,"Electricity","Automatic","1801-2000 cc","Don't Know","Smoked","Open Top / Cabriolet","Galery","2nd Hand",38000,900000
"101",2020-04-18,2020,"4","Mercedes","GLE","Other",2016,"Diesel","Automatic","2501-3000 cc","Don't Know","Red","Off-road Vehicle","Galery","2nd Hand",46000,899950
"102",2020-04-17,2020,"4","Mercedes","GLE","Other",2015,"Diesel","Semi Automatic","2001-2500 cc","Don't Know","White","Off-road Vehicle","Galery","2nd Hand",65000,899000
"103",2020-05-12,2020,"5","Audi","A6","A6 Sedan 2.0 TDI Quattro Sport",2020,"Diesel","Semi Automatic","1801-2000 cc","Don't Know","Black","Sedan","Galery","0 km",0,895000
"104",2020-04-17,2020,"4","Land Rover","Range Rover","3.0 TDV6 Autobiography",2014,"Diesel","Semi Automatic","2501-3000 cc","Don't Know","Black","Off-road Vehicle","Galery","2nd Hand",155100,895000
"105",2020-04-18,2020,"4","Mercedes","E Series","E 220 d Exclusive",2018,"Diesel","Automatic","1801-2000 cc","Don't Know","Black","Sedan","Galery","2nd Hand",32000,880000
"106",2020-05-12,2020,"5","Mercedes","GLC","300 d AMG",2020,"Diesel","Automatic","1801-2000 cc","Don't Know","Black","Sport / Coupe","Galery","0 km",0,879000
"107",2020-04-17,2020,"4","Porsche","Cayenne","3.0 Diesel",2015,"Diesel","Semi Automatic","2501-3000 cc","Don't Know","White","Off-road Vehicle","Galery","2nd Hand",129750,879000
"108",2020-04-17,2020,"4","Land Rover","Range Rover Velar","2.0 TD4 R-Dynamic SE",2017,"Diesel","Automatic","1801-2000 cc","Don't Know","Brown","Off-road Vehicle","Galery","2nd Hand",31000,875000
"109",2020-05-12,2020,"5","Mercedes","S Series","S 350 BlueTEC 4Matic 7G-Tronic",2014,"Diesel","Semi Automatic","2501-3000 cc","Don't Know","Black","Sedan","Galery","2nd Hand",111700,875000
"110",2020-04-17,2020,"4","Mercedes","S Series","S 350 BlueTEC 4Matic 7G-Tronic",2014,"Diesel","Semi Automatic","2501-3000 cc","Don't Know","Black","Sedan","Galery","2nd Hand",111700,875000
"111",2020-04-17,2020,"4","Mercedes","GL","350 CDI",2015,"Diesel","Semi Automatic","2501-3000 cc","Don't Know","White","Off-road Vehicle","Galery","2nd Hand",146600,869000
"112",2020-04-18,2020,"4","Land Rover","Range Rover Sport","2.0 SD4 HSE Plus",2017,"Diesel","Automatic","1801-2000 cc","Don't Know","Blue","Off-road Vehicle","Galery","2nd Hand",77000,865000
"113",2020-05-12,2020,"5","BMW","Other","Other",2020,"Electricity","Automatic","1801-2000 cc","Don't Know","Black","Sedan","Galery","2nd Hand",200,860000
"114",2020-05-12,2020,"5","Land Rover","Range Rover Sport","2.0 SD4 HSE",2017,"Diesel","Automatic","1801-2000 cc","Don't Know","White","Off-road Vehicle","Galery","2nd Hand",63701,859000
"115",2020-04-17,2020,"4","Land Rover","Range Rover Sport","2.0 SD4 HSE",2017,"Diesel","Automatic","1801-2000 cc","Don't Know","White","Off-road Vehicle","Galery","2nd Hand",63701,859000
"116",2020-04-17,2020,"4","Mercedes","S Series","S 350 BlueTEC 4Matic 7G-Tronic",2014,"Diesel","Semi Automatic","2501-3000 cc","Don't Know","Black","Sedan","Galery","2nd Hand",116000,850000
"117",2020-05-01,2020,"5","Porsche","Panamera","Panamera Diesel",2012,"Diesel","Automatic","2501-3000 cc","Don't Know","White","Hatchback 5 Doors","Galery","2nd Hand",66425,849650
"118",2020-04-17,2020,"4","BMW","M Series","Other",2015,"Electricity","Automatic","2501-3000 cc","Don't Know","White","Sport / Coupe","Galery","2nd Hand",19500,845000
"119",2020-04-18,2020,"4","Audi","A6","A6 Sedan 2.0 TDI Quattro Sport",2020,"Diesel","Semi Automatic","1801-2000 cc","Don't Know","Black","Sedan","Galery","0 km",0,840000
"120",2020-04-17,2020,"4","Porsche","Cayman","718",2017,"Electricity","Automatic","1300 cc and below","Don't Know","Black","Sport / Coupe","Galery","2nd Hand",6000,834500
"121",2020-04-22,2020,"4","Audi","A6","A6 Sedan 2.0 TDI Quattro Design",2020,"Diesel","Semi Automatic","1801-2000 cc","Don't Know","Black","Sedan","Galery","0 km",0,829000
"122",2020-04-18,2020,"4","Porsche","Cayenne","3.0 Diesel",2016,"Diesel","Semi Automatic","2501-3000 cc","Don't Know","White","Off-road Vehicle","Galery","2nd Hand",30000,825000
"123",2020-06-10,2020,"6","Audi","Q7","3.0 TDI Quattro",2016,"Diesel","Automatic","2501-3000 cc","251-275 HP","Black","Off-road Vehicle","Galery","2nd Hand",138000,820000
"124",2020-04-17,2020,"4","Land Rover","Other","Other",2020,"Diesel","Automatic","1801-2000 cc","Don't Know","Black","Off-road Vehicle","Galery","0 km",0,815000
"125",2020-04-17,2020,"4","Land Rover","Range Rover Sport","3.0 SDV6 HSE Dynamic",2016,"Diesel","Semi Automatic","2501-3000 cc","Don't Know","Black","Off-road Vehicle","Galery","2nd Hand",97485,810000
"126",2020-04-17,2020,"4","Porsche","Panamera","Panamera Diesel",2013,"Diesel","Automatic","2501-3000 cc","Don't Know","White","Hatchback 5 Doors","Galery","2nd Hand",61000,810000
"127",2020-05-12,2020,"5","BMW","Z Series","Z4 3.0i sDrive",2020,"Electricity","Automatic","1300 cc and below","Don't Know","Blue","Roadster","Galery","0 km",0,805000
"128",2020-04-17,2020,"4","Porsche","Panamera","Panamera Diesel",2014,"Diesel","Automatic","2501-3000 cc","Don't Know","Blue","Hatchback 5 Doors","Galery","2nd Hand",131699,805000
"129",2020-04-18,2020,"4","Audi","A6","A6 Sedan 2.0 TDI Quattro Design",2020,"Diesel","Semi Automatic","1801-2000 cc","Don't Know","Black","Sedan","Galery","0 km",0,799000
"130",2020-04-18,2020,"4","Porsche","Panamera","Panamera Diesel",2013,"Diesel","Automatic","2501-3000 cc","Don't Know","Black","Hatchback 5 Doors","Galery","2nd Hand",158000,799000
"131",2020-04-17,2020,"4","BMW","X5","25d xDrive M Sport",2018,"Diesel","Automatic","1801-2000 cc","Don't Know","Gray","Off-road Vehicle","Galery","2nd Hand",75858,795000
"132",2020-04-18,2020,"4","Mercedes","E Series","E 220 d AMG",2018,"Diesel","Automatic","1801-2000 cc","Don't Know","White","Sport / Coupe","Galery","2nd Hand",31000,795000
"133",2020-04-17,2020,"4","Porsche","Macan","Other",2018,"Electricity","Automatic","1801-2000 cc","Don't Know","White","Off-road Vehicle","Galery","2nd Hand",41865,795000
"134",2020-04-18,2020,"4","Land Rover","Range Rover Sport","2.0 SD4 HSE Plus",2017,"Diesel","Automatic","1801-2000 cc","Don't Know","Black","Off-road Vehicle","Galery","2nd Hand",67000,790000
"135",2020-04-18,2020,"4","BMW","X6","40d xDrive Pure Luxury",2015,"Diesel","Semi Automatic","2501-3000 cc","Don't Know","Gray","Off-road Vehicle","Galery","2nd Hand",80000,786500
"136",2020-04-17,2020,"4","Land Rover","Range Rover Sport","2.0 SD4 SE",2017,"Diesel","Automatic","1801-2000 cc","Don't Know","White","Off-road Vehicle","Galery","2nd Hand",32000,785000
"137",2020-04-17,2020,"4","Mercedes","GLC","220 d Off Road",2020,"Diesel","Automatic","1801-2000 cc","Don't Know","Black","Off-road Vehicle","Galery","0 km",0,785000
"138",2020-04-18,2020,"4","Mercedes","S Series","S 350 BlueTEC AMG",2013,"Diesel","Automatic","2501-3000 cc","Don't Know","Black","Sedan","Galery","2nd Hand",75000,780000
"139",2020-04-17,2020,"4","Porsche","Panamera","Panamera Diesel",2013,"Diesel","Automatic","2501-3000 cc","Don't Know","Smoked","Hatchback 5 Doors","Galery","2nd Hand",110000,779990
"140",2020-04-18,2020,"4","BMW","X6","40d xDrive M Sport",2016,"Diesel","Semi Automatic","2501-3000 cc","Don't Know","Brown","Off-road Vehicle","Galery","2nd Hand",90000,775000
"141",2020-04-18,2020,"4","Porsche","718","Boxster",2017,"Electricity","Automatic","1300 cc and below","Don't Know","White","Open Top / Cabriolet","Galery","2nd Hand",38048,770000
"142",2020-04-18,2020,"4","Mercedes","GLC","250 d Exclusive",2018,"Diesel","Semi Automatic","2001-2500 cc","Don't Know","Black","Off-road Vehicle","Galery","2nd Hand",2000,755000
"143",2020-04-17,2020,"4","Mercedes","E Series","E 220 d AMG",2017,"Diesel","Automatic","1801-2000 cc","Don't Know","Blue","Sport / Coupe","Galery","2nd Hand",62000,750000
"144",2020-05-22,2020,"5","Mercedes","E","E 220 d Exclusive",2018,"Diesel","Automatic","1801-2000 cc","176-200 HP","Black","Sedan","Galery","2nd Hand",19000,749750
"145",2020-04-18,2020,"4","Audi","A6","A6 Sedan 2.0 TDI Quattro Design",2019,"Diesel","Semi Automatic","1801-2000 cc","Don't Know","Black","Sedan","Galery","2nd Hand",19000,739750
"146",2020-05-12,2020,"5","Porsche","Panamera","Panamera Turbo",2011,"Electricity","Automatic","4501-5000 cc","Don't Know","Black","Hatchback 5 Doors","Galery","2nd Hand",102500,730000
"147",2020-04-17,2020,"4","Land Rover","Range Rover Sport","3.0 SDV6 Autobiography",2014,"Diesel","Semi Automatic","2501-3000 cc","Don't Know","White","Off-road Vehicle","Galery","2nd Hand",189000,729500
